Entity,Code,Year,Sugar beet | 00000157 || Production | 005510 || tonnes
Lebanon,LBN,1965,68800
Lebanon,LBN,1966,115000
Lebanon,LBN,1967,110000
Lebanon,LBN,1968,118952
Lebanon,LBN,1969,94000
Lebanon,LBN,1970,100356
Lebanon,LBN,1971,146181
Lebanon,LBN,1972,190000
Lebanon,LBN,1973,139431
Lebanon,LBN,1974,80000
Lebanon,LBN,1975,50000
Lebanon,LBN,1976,160000
Lebanon,LBN,1977,123000
Lebanon,LBN,1978,118000
Lebanon,LBN,1979,108000
Lebanon,LBN,1980,43000
Lebanon,LBN,1981,100000
Lebanon,LBN,1982,61130
Lebanon,LBN,1983,61000
Lebanon,LBN,1984,75000
Lebanon,LBN,1985,80000
Lebanon,LBN,1986,80000
Lebanon,LBN,1987,88878
Lebanon,LBN,1988,88695
Lebanon,LBN,1989,95700
Lebanon,LBN,1990,93000
Lebanon,LBN,1991,6350
Lebanon,LBN,1992,206095
Lebanon,LBN,1993,185737
Lebanon,LBN,1994,229346
Lebanon,LBN,1995,246150
Lebanon,LBN,1996,242233
Lebanon,LBN,1997,357619
Lebanon,LBN,1998,300000
Lebanon,LBN,1999,369500
Lebanon,LBN,2000,341700
Lebanon,LBN,2001,15200
Lebanon,LBN,2002,0
Lebanon,LBN,2003,0
Lebanon,LBN,2004,84800
Lebanon,LBN,2005,79200
Lebanon,LBN,2006,35000
Lebanon,LBN,2007,37000
Lebanon,LBN,2008,30900
Lebanon,LBN,2009,1000
Lebanon,LBN,2010,1948
Lebanon,LBN,2011,6674
Lebanon,LBN,2012,4802
Lebanon,LBN,2013,1300
Lebanon,LBN,2014,5700
Lebanon,LBN,2015,6595
Lebanon,LBN,2016,4532
Lebanon,LBN,2017,5609
Lebanon,LBN,2018,5579
Lebanon,LBN,2019,5240
Lebanon,LBN,2020,5476
Lithuania,LTU,1992,621500
Lithuania,LTU,1993,855300
Lithuania,LTU,1994,461500
Lithuania,LTU,1995,692400
Lithuania,LTU,1996,795500
Lithuania,LTU,1997,1001900
Lithuania,LTU,1998,949200
Lithuania,LTU,1999,869900
Lithuania,LTU,2000,881600
Lithuania,LTU,2001,880400
Lithuania,LTU,2002,1052400
Lithuania,LTU,2003,977400
Lithuania,LTU,2004,904900
Lithuania,LTU,2005,798500
Lithuania,LTU,2006,717100
Lithuania,LTU,2007,799900
Lithuania,LTU,2008,339100
Lithuania,LTU,2009,682000
Lithuania,LTU,2010,706700
Lithuania,LTU,2011,877800
Lithuania,LTU,2012,1003000
Lithuania,LTU,2013,967100
Lithuania,LTU,2014,1014400
Lithuania,LTU,2015,619482
Lithuania,LTU,2016,933512
Lithuania,LTU,2017,956947
Lithuania,LTU,2018,888620
Lithuania,LTU,2019,1001610
Lithuania,LTU,2020,948480
Low Income Food Deficit Countries (FAO),,1961,128172
Low Income Food Deficit Countries (FAO),,1962,141498
Low Income Food Deficit Countries (FAO),,1963,143124
Low Income Food Deficit Countries (FAO),,1964,202314
Low Income Food Deficit Countries (FAO),,1965,227400
Low Income Food Deficit Countries (FAO),,1966,245100
Low Income Food Deficit Countries (FAO),,1967,221400
Low Income Food Deficit Countries (FAO),,1968,228040
Low Income Food Deficit Countries (FAO),,1969,256738
Low Income Food Deficit Countries (FAO),,1970,289541
Low Income Food Deficit Countries (FAO),,1971,292222
Low Income Food Deficit Countries (FAO),,1972,312247
Low Income Food Deficit Countries (FAO),,1973,209448
Low Income Food Deficit Countries (FAO),,1974,205500
Low Income Food Deficit Countries (FAO),,1975,295876
Low Income Food Deficit Countries (FAO),,1976,333214
Low Income Food Deficit Countries (FAO),,1977,370309
Low Income Food Deficit Countries (FAO),,1978,304938
Low Income Food Deficit Countries (FAO),,1979,358833
Low Income Food Deficit Countries (FAO),,1980,538900
Low Income Food Deficit Countries (FAO),,1981,584000
Low Income Food Deficit Countries (FAO),,1982,880331
Low Income Food Deficit Countries (FAO),,1983,1173700
Low Income Food Deficit Countries (FAO),,1984,1294200
Low Income Food Deficit Countries (FAO),,1985,417200
Low Income Food Deficit Countries (FAO),,1986,445000
Low Income Food Deficit Countries (FAO),,1987,460400
Low Income Food Deficit Countries (FAO),,1988,225100
Low Income Food Deficit Countries (FAO),,1989,415100
Low Income Food Deficit Countries (FAO),,1990,423300
Low Income Food Deficit Countries (FAO),,1991,653554
Low Income Food Deficit Countries (FAO),,1992,1511615
Low Income Food Deficit Countries (FAO),,1993,1481558
Low Income Food Deficit Countries (FAO),,1994,1589600
Low Income Food Deficit Countries (FAO),,1995,1528686
Low Income Food Deficit Countries (FAO),,1996,1167384
Low Income Food Deficit Countries (FAO),,1997,1418858
Low Income Food Deficit Countries (FAO),,1998,1752400
Low Income Food Deficit Countries (FAO),,1999,2094527
Low Income Food Deficit Countries (FAO),,2000,1728426
Low Income Food Deficit Countries (FAO),,2001,1564220
Low Income Food Deficit Countries (FAO),,2002,2047787
Low Income Food Deficit Countries (FAO),,2003,2018465
Low Income Food Deficit Countries (FAO),,2004,1865050
Low Income Food Deficit Countries (FAO),,2005,1388234
Low Income Food Deficit Countries (FAO),,2006,1666893
Low Income Food Deficit Countries (FAO),,2007,1538555
Low Income Food Deficit Countries (FAO),,2008,1220016
Low Income Food Deficit Countries (FAO),,2009,807106
Low Income Food Deficit Countries (FAO),,2010,1585730
Low Income Food Deficit Countries (FAO),,2011,1983205
Low Income Food Deficit Countries (FAO),,2012,1148516
Low Income Food Deficit Countries (FAO),,2013,530835
Low Income Food Deficit Countries (FAO),,2014,254291
Low Income Food Deficit Countries (FAO),,2015,222646
Low Income Food Deficit Countries (FAO),,2016,723342
Low Income Food Deficit Countries (FAO),,2017,738867
Low Income Food Deficit Countries (FAO),,2018,795410
Low Income Food Deficit Countries (FAO),,2019,780496
Low Income Food Deficit Countries (FAO),,2020,462027
Low-income countries,,1961,128172
Low-income countries,,1962,141498
Low-income countries,,1963,143124
Low-income countries,,1964,202314
Low-income countries,,1965,227400
Low-income countries,,1966,245100
Low-income countries,,1967,221400
Low-income countries,,1968,228040
Low-income countries,,1969,256738
Low-income countries,,1970,289541
Low-income countries,,1971,292222
Low-income countries,,1972,312247
Low-income countries,,1973,209448
Low-income countries,,1974,205500
Low-income countries,,1975,295876
Low-income countries,,1976,333214
Low-income countries,,1977,370309
Low-income countries,,1978,304938
Low-income countries,,1979,358833
Low-income countries,,1980,538900
Low-income countries,,1981,584000
Low-income countries,,1982,880331
Low-income countries,,1983,1173700
Low-income countries,,1984,1294200
Low-income countries,,1985,417200
Low-income countries,,1986,445000
Low-income countries,,1987,460400
Low-income countries,,1988,225100
Low-income countries,,1989,415100
Low-income countries,,1990,423300
Low-income countries,,1991,653554
Low-income countries,,1992,1365915
Low-income countries,,1993,1237758
Low-income countries,,1994,1452900
Low-income countries,,1995,1407086
Low-income countries,,1996,975153
Low-income countries,,1997,1127391
Low-income countries,,1998,1203200
Low-income countries,,1999,1331387
Low-income countries,,2000,1176326
Low-income countries,,2001,1216480
Low-income countries,,2002,1523702
Low-income countries,,2003,1206200
Low-income countries,,2004,1222658
Low-income countries,,2005,1099400
Low-income countries,,2006,1440900
Low-income countries,,2007,1383123
Low-income countries,,2008,1122016
Low-income countries,,2009,753106
Low-income countries,,2010,1446556
Low-income countries,,2011,1824387
Low-income countries,,2012,1046506
Low-income countries,,2013,335420
Low-income countries,,2014,80682
Low-income countries,,2015,39420
Low-income countries,,2016,18159
Low-income countries,,2017,26589
Low-income countries,,2018,22376
Low-income countries,,2019,39368
Low-income countries,,2020,13255
Lower-middle-income countries,,1961,936760
Lower-middle-income countries,,1962,1184499
Lower-middle-income countries,,1963,1360513
Lower-middle-income countries,,1964,1345030
Lower-middle-income countries,,1965,1684649
Lower-middle-income countries,,1966,2996038
Lower-middle-income countries,,1967,3346366
Lower-middle-income countries,,1968,4365559
Lower-middle-income countries,,1969,4742604
Lower-middle-income countries,,1970,4914048
Lower-middle-income countries,,1971,5651902
Lower-middle-income countries,,1972,5594004
Lower-middle-income countries,,1973,5371030
Lower-middle-income countries,,1974,6219220
Lower-middle-income countries,,1975,6816285
Lower-middle-income countries,,1976,8034717
Lower-middle-income countries,,1977,6228753
Lower-middle-income countries,,1978,6529536
Lower-middle-income countries,,1979,6581734
Lower-middle-income countries,,1980,6447936
Lower-middle-income countries,,1981,6045879
Lower-middle-income countries,,1982,7311065
Lower-middle-income countries,,1983,6855790
Lower-middle-income countries,,1984,6877820
Lower-middle-income countries,,1985,7119029
Lower-middle-income countries,,1986,8649336
Lower-middle-income countries,,1987,8553137
Lower-middle-income countries,,1988,8097479
Lower-middle-income countries,,1989,7690879
Lower-middle-income countries,,1990,7824287
Lower-middle-income countries,,1991,9672109
Lower-middle-income countries,,1992,39038137
Lower-middle-income countries,,1993,43703616
Lower-middle-income countries,,1994,38012817
Lower-middle-income countries,,1995,39394784
Lower-middle-income countries,,1996,30997022
Lower-middle-income countries,,1997,26900278
Lower-middle-income countries,,1998,26058981
Lower-middle-income countries,,1999,26388310
Lower-middle-income countries,,2000,24036961
Lower-middle-income countries,,2001,26397117
Lower-middle-income countries,,2002,27316378
Lower-middle-income countries,,2003,26472765
Lower-middle-income countries,,2004,28459854
Lower-middle-income countries,,2005,27510998
Lower-middle-income countries,,2006,35905811
Lower-middle-income countries,,2007,30566178
Lower-middle-income countries,,2008,23371738
Lower-middle-income countries,,2009,20316302
Lower-middle-income countries,,2010,28030887
Lower-middle-income countries,,2011,34123287
Lower-middle-income countries,,2012,33398783
Lower-middle-income countries,,2013,26673957
Lower-middle-income countries,,2014,34972210
Lower-middle-income countries,,2015,32060091
Lower-middle-income countries,,2016,36207955
Lower-middle-income countries,,2017,38691845
Lower-middle-income countries,,2018,35236686
Lower-middle-income countries,,2019,32692266
Lower-middle-income countries,,2020,32603396
Luxembourg,LUX,2018,0
Luxembourg,LUX,2019,0
Luxembourg,LUX,2020,0
Mali,MLI,2007,3735
Mali,MLI,2008,3800
Mali,MLI,2009,3900
Mali,MLI,2010,3900
Mali,MLI,2011,3967
Mali,MLI,2012,4500
Mali,MLI,2013,3800
Mali,MLI,2014,4042
Mali,MLI,2015,5625
Mali,MLI,2016,6277
Mali,MLI,2017,6649
Mali,MLI,2018,11955
Mali,MLI,2019,11632
Mali,MLI,2020,8223
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Mexico,MEX,1989,735
Mexico,MEX,1990,80
Mexico,MEX,1991,95
Mexico,MEX,1992,495
Mexico,MEX,1993,407
Mexico,MEX,1994,419
Mexico,MEX,1995,438
Mexico,MEX,1996,542
Mexico,MEX,1997,478
Mexico,MEX,1998,497
Mexico,MEX,1999,517
Mexico,MEX,2000,537
Mexico,MEX,2001,556
Mexico,MEX,2002,575
Mexico,MEX,2003,595
Mexico,MEX,2004,614
Mexico,MEX,2005,634
Mexico,MEX,2006,650
Mexico,MEX,2007,669
Mexico,MEX,2008,688
Mexico,MEX,2009,706
Mexico,MEX,2010,725
Mexico,MEX,2011,750
Mexico,MEX,2012,720
Mexico,MEX,2013,840
Mexico,MEX,2014,825
Mexico,MEX,2015,834
Mexico,MEX,2016,853
Mexico,MEX,2017,837
Mexico,MEX,2018,842
Mexico,MEX,2019,844
Mexico,MEX,2020,841
Moldova,MDA,1992,1973385
Moldova,MDA,1993,2048340
Moldova,MDA,1994,1526660
Moldova,MDA,1995,2083609
Moldova,MDA,1996,1917253
Moldova,MDA,1997,1879966
Moldova,MDA,1998,1451919
Moldova,MDA,1999,1008812
Moldova,MDA,2000,943463
Moldova,MDA,2001,1084955
Moldova,MDA,2002,1129380
Moldova,MDA,2003,656800
Moldova,MDA,2004,911264
Moldova,MDA,2005,991197
Moldova,MDA,2006,1177305
Moldova,MDA,2007,612298
Moldova,MDA,2008,960712
Moldova,MDA,2009,337442
Moldova,MDA,2010,837624
Moldova,MDA,2011,588634
Moldova,MDA,2012,587019
Moldova,MDA,2013,1009038
Moldova,MDA,2014,1356233
Moldova,MDA,2015,537545
Moldova,MDA,2016,664796
Moldova,MDA,2017,876277
Moldova,MDA,2018,707137
Moldova,MDA,2019,606994
Moldova,MDA,2020,423235
Morocco,MAR,1961,70000
Morocco,MAR,1962,70000
Morocco,MAR,1963,73270
Morocco,MAR,1964,180870
Morocco,MAR,1965,174950
Morocco,MAR,1966,382000
Morocco,MAR,1967,364000
Morocco,MAR,1968,747940
Morocco,MAR,1969,898700
Morocco,MAR,1970,1114000
Morocco,MAR,1971,1583900
Morocco,MAR,1972,1677000
Morocco,MAR,1973,1292680
Morocco,MAR,1974,1943620
Morocco,MAR,1975,1791920
Morocco,MAR,1976,2361610
Morocco,MAR,1977,1473690
Morocco,MAR,1978,2395400
Morocco,MAR,1979,2174549
Morocco,MAR,1980,2241490
Morocco,MAR,1981,2107200
Morocco,MAR,1982,2314000
Morocco,MAR,1983,2588560
Morocco,MAR,1984,2525400
Morocco,MAR,1985,2245000
Morocco,MAR,1986,2624800
Morocco,MAR,1987,2750300
Morocco,MAR,1988,2990180
Morocco,MAR,1989,2877025
Morocco,MAR,1990,2983590
Morocco,MAR,1991,3036170
Morocco,MAR,1992,2754070
Morocco,MAR,1993,3061518
Morocco,MAR,1994,3143890
Morocco,MAR,1995,2717400
Morocco,MAR,1996,2749590
Morocco,MAR,1997,2612840
Morocco,MAR,1998,2822670
Morocco,MAR,1999,3236380
Morocco,MAR,2000,2883400
Morocco,MAR,2001,2835930
Morocco,MAR,2002,2986850
Morocco,MAR,2003,3428500
Morocco,MAR,2004,3190010
Morocco,MAR,2005,3301540
Morocco,MAR,2006,2551690
Morocco,MAR,2007,2484000
Morocco,MAR,2008,2925700
Morocco,MAR,2009,2753370
Morocco,MAR,2010,2435910
Morocco,MAR,2011,3035143
Morocco,MAR,2012,1626670
Morocco,MAR,2013,2142221
Morocco,MAR,2014,3208617
Morocco,MAR,2015,3875638
Morocco,MAR,2016,4218923
Morocco,MAR,2017,3741438
Morocco,MAR,2018,3710514
Morocco,MAR,2019,3692884
Morocco,MAR,2020,3631554
Net Food Importing Developing Countries (FAO),,1961,166200
Net Food Importing Developing Countries (FAO),,1962,212955
Net Food Importing Developing Countries (FAO),,1963,218538
Net Food Importing Developing Countries (FAO),,1964,336611
Net Food Importing Developing Countries (FAO),,1965,315763
Net Food Importing Developing Countries (FAO),,1966,564038
Net Food Importing Developing Countries (FAO),,1967,517366
Net Food Importing Developing Countries (FAO),,1968,939973
Net Food Importing Developing Countries (FAO),,1969,1212217
Net Food Importing Developing Countries (FAO),,1970,1455775
Net Food Importing Developing Countries (FAO),,1971,1845063
Net Food Importing Developing Countries (FAO),,1972,1994585
Net Food Importing Developing Countries (FAO),,1973,1506450
Net Food Importing Developing Countries (FAO),,1974,2153490
Net Food Importing Developing Countries (FAO),,1975,2188455
Net Food Importing Developing Countries (FAO),,1976,2808357
Net Food Importing Developing Countries (FAO),,1977,2078054
Net Food Importing Developing Countries (FAO),,1978,2875290
Net Food Importing Developing Countries (FAO),,1979,2734193
Net Food Importing Developing Countries (FAO),,1980,2793799
Net Food Importing Developing Countries (FAO),,1981,2749722
Net Food Importing Developing Countries (FAO),,1982,2975027
Net Food Importing Developing Countries (FAO),,1983,3123760
Net Food Importing Developing Countries (FAO),,1984,3402000
Net Food Importing Developing Countries (FAO),,1985,3088300
Net Food Importing Developing Countries (FAO),,1986,3577200
Net Food Importing Developing Countries (FAO),,1987,4100600
Net Food Importing Developing Countries (FAO),,1988,4431086
Net Food Importing Developing Countries (FAO),,1989,4158957
Net Food Importing Developing Countries (FAO),,1990,4184361
Net Food Importing Developing Countries (FAO),,1991,4681974
Net Food Importing Developing Countries (FAO),,1992,4117370
Net Food Importing Developing Countries (FAO),,1993,4347360
Net Food Importing Developing Countries (FAO),,1994,4457936
Net Food Importing Developing Countries (FAO),,1995,4117817
Net Food Importing Developing Countries (FAO),,1996,4126527
Net Food Importing Developing Countries (FAO),,1997,4206786
Net Food Importing Developing Countries (FAO),,1998,5015820
Net Food Importing Developing Countries (FAO),,1999,6029691
Net Food Importing Developing Countries (FAO),,2000,5971345
Net Food Importing Developing Countries (FAO),,2001,5843406
Net Food Importing Developing Countries (FAO),,2002,6262692
Net Food Importing Developing Countries (FAO),,2003,6352384
Net Food Importing Developing Countries (FAO),,2004,6323022
Net Food Importing Developing Countries (FAO),,2005,6874856
Net Food Importing Developing Countries (FAO),,2006,6575648
Net Food Importing Developing Countries (FAO),,2007,8063221
Net Food Importing Developing Countries (FAO),,2008,8159934
Net Food Importing Developing Countries (FAO),,2009,8219487
Net Food Importing Developing Countries (FAO),,2010,10314986
Net Food Importing Developing Countries (FAO),,2011,10562817
Net Food Importing Developing Countries (FAO),,2012,10826850
Net Food Importing Developing Countries (FAO),,2013,12262018
Net Food Importing Developing Countries (FAO),,2014,14369870
Net Food Importing Developing Countries (FAO),,2015,15985074
Net Food Importing Developing Countries (FAO),,2016,15558477
Net Food Importing Developing Countries (FAO),,2017,14743381
Net Food Importing Developing Countries (FAO),,2018,14246561
Net Food Importing Developing Countries (FAO),,2019,16108637
Net Food Importing Developing Countries (FAO),,2020,16815000
Netherlands,NLD,1961,3854430
Netherlands,NLD,1962,2934100
Netherlands,NLD,1963,2690923
Netherlands,NLD,1964,3875717
Netherlands,NLD,1965,3572547
Netherlands,NLD,1966,3644513
Netherlands,NLD,1967,5073697
Netherlands,NLD,1968,5127676
Netherlands,NLD,1969,5001966
Netherlands,NLD,1970,4739000
Netherlands,NLD,1971,5024000
Netherlands,NLD,1972,4957000
Netherlands,NLD,1973,5592182
Netherlands,NLD,1974,4910771
Netherlands,NLD,1975,6145000
Netherlands,NLD,1976,6828000
Netherlands,NLD,1977,6329000
Netherlands,NLD,1978,6323872
Netherlands,NLD,1979,5491283
Netherlands,NLD,1980,5930991
Netherlands,NLD,1981,7060677
Netherlands,NLD,1982,7945554
Netherlands,NLD,1983,5445498
Netherlands,NLD,1984,6955462
Netherlands,NLD,1985,6334835
Netherlands,NLD,1986,7706695
Netherlands,NLD,1987,6920023
Netherlands,NLD,1988,6737330
Netherlands,NLD,1989,7678508
Netherlands,NLD,1990,8623000
Netherlands,NLD,1991,7189203
Netherlands,NLD,1992,8251186
Netherlands,NLD,1993,7478600
Netherlands,NLD,1994,6149400
Netherlands,NLD,1995,6449400
Netherlands,NLD,1996,6415700
Netherlands,NLD,1997,6606000
Netherlands,NLD,1998,5504500
Netherlands,NLD,1999,7396000
Netherlands,NLD,2000,6798000
Netherlands,NLD,2001,5996000
Netherlands,NLD,2002,6250195
Netherlands,NLD,2003,6209800
Netherlands,NLD,2004,6292200
Netherlands,NLD,2005,5931000
Netherlands,NLD,2006,5414100
Netherlands,NLD,2007,5511500
Netherlands,NLD,2008,5218500
Netherlands,NLD,2009,5734969
Netherlands,NLD,2010,5280433
Netherlands,NLD,2011,5857980
Netherlands,NLD,2012,5728000
Netherlands,NLD,2013,5727418
Netherlands,NLD,2014,6821774
Netherlands,NLD,2015,4868255
Netherlands,NLD,2016,5502200
Netherlands,NLD,2017,7959266
Netherlands,NLD,2018,6506310
Netherlands,NLD,2019,6644710
Netherlands,NLD,2020,6691360
North America,,1961,17266075
North America,,1962,17546070
North America,,1963,22399412
North America,,1964,22625440
North America,,1965,19606309
North America,,1966,19634375
North America,,1967,18759748
North America,,1968,24283297
North America,,1969,26047148
North America,,1970,23800810
North America,,1971,25476108
North America,,1972,26794455
North America,,1973,23189900
North America,,1974,20821128
North America,,1975,27889474
North America,,1976,27816784
North America,,1977,23696810
North America,,1978,24340904
North America,,1979,20809848
North America,,1980,22201644
North America,,1981,26197420
North America,,1982,19978608
North America,,1983,20210904
North America,,1984,21005000
North America,,1985,20838000
North America,,1986,23771300
North America,,1987,26455000
North America,,1988,23224008
North America,,1989,23626735
North America,,1990,25900788
North America,,1991,26670095
North America,,1992,27214195
North America,,1993,24595507
North America,,1994,29988719
North America,,1995,26487338
North America,,1996,25238742
North America,,1997,27747478
North America,,1998,30363497
North America,,1999,31062417
North America,,2000,33362537
North America,,2001,26252856
North America,,2002,28052275
North America,,2003,31390995
North America,,2004,30765514
North America,,2005,28041434
North America,,2006,34935550
North America,,2007,32674669
North America,,2008,24731418
North America,,2009,27677086
North America,,2010,29569481
North America,,2011,26917890
North America,,2012,32554100
North America,,2013,30345220
North America,,2014,28962695
North America,,2015,32592364
North America,,2016,34306023
North America,,2017,32810977
North America,,2018,31570462
North America,,2019,26895484
North America,,2020,31565081
North Macedonia,MKD,1992,61439
North Macedonia,MKD,1993,55102
North Macedonia,MKD,1994,54103
North Macedonia,MKD,1995,54607
North Macedonia,MKD,1996,78278
North Macedonia,MKD,1997,72249
North Macedonia,MKD,1998,58091
North Macedonia,MKD,1999,67036
North Macedonia,MKD,2000,56450
North Macedonia,MKD,2001,38000
North Macedonia,MKD,2002,43800
North Macedonia,MKD,2003,38904
North Macedonia,MKD,2004,52199
North Macedonia,MKD,2005,57836
North Macedonia,MKD,2006,25000
North Macedonia,MKD,2007,7852
North Macedonia,MKD,2008,8000
North Macedonia,MKD,2009,7800
North Macedonia,MKD,2010,9112
North Macedonia,MKD,2011,10269
North Macedonia,MKD,2012,8374
North Macedonia,MKD,2013,6707
North Macedonia,MKD,2014,4662
North Macedonia,MKD,2015,3154
North Macedonia,MKD,2016,4841
North Macedonia,MKD,2017,4219
North Macedonia,MKD,2018,4071
North Macedonia,MKD,2019,4377
North Macedonia,MKD,2020,4222
Northern Africa (FAO),,1961,106020
Northern Africa (FAO),,1962,103419
Northern Africa (FAO),,1963,125753
Northern Africa (FAO),,1964,241420
Northern Africa (FAO),,1965,226499
Northern Africa (FAO),,1966,463968
Northern Africa (FAO),,1967,467126
Northern Africa (FAO),,1968,858213
Northern Africa (FAO),,1969,1053022
Northern Africa (FAO),,1970,1206908
Northern Africa (FAO),,1971,1713902
Northern Africa (FAO),,1972,1745004
Northern Africa (FAO),,1973,1378060
Northern Africa (FAO),,1974,2048350
Northern Africa (FAO),,1975,1911050
Northern Africa (FAO),,1976,2490110
Northern Africa (FAO),,1977,1651863
Northern Africa (FAO),,1978,2542945
Northern Africa (FAO),,1979,2422890
Northern Africa (FAO),,1980,2468841
Northern Africa (FAO),,1981,2340765
Northern Africa (FAO),,1982,2629599
Northern Africa (FAO),,1983,3001089
Northern Africa (FAO),,1984,3307600
Northern Africa (FAO),,1985,3091800
Northern Africa (FAO),,1986,3548800
Northern Africa (FAO),,1987,3777800
Northern Africa (FAO),,1988,3971786
Northern Africa (FAO),,1989,3813757
Northern Africa (FAO),,1990,3840035
Northern Africa (FAO),,1991,4352531
Northern Africa (FAO),,1992,3788753
Northern Africa (FAO),,1993,4101900
Northern Africa (FAO),,1994,4199896
Northern Africa (FAO),,1995,3907326
Northern Africa (FAO),,1996,3896627
Northern Africa (FAO),,1997,4023860
Northern Africa (FAO),,1998,4916511
Northern Africa (FAO),,1999,5885388
Northern Africa (FAO),,2000,5794460
Northern Africa (FAO),,2001,5693660
Northern Africa (FAO),,2002,6155161
Northern Africa (FAO),,2003,6120015
Northern Africa (FAO),,2004,6050557
Northern Africa (FAO),,2005,6731075
Northern Africa (FAO),,2006,6456660
Northern Africa (FAO),,2007,7942210
Northern Africa (FAO),,2008,8058289
Northern Africa (FAO),,2009,8086883
Northern Africa (FAO),,2010,10276214
Northern Africa (FAO),,2011,10521244
Northern Africa (FAO),,2012,10786728
Northern Africa (FAO),,2013,12220487
Northern Africa (FAO),,2014,14332256
Northern Africa (FAO),,2015,15934975
Northern Africa (FAO),,2016,15504444
Northern Africa (FAO),,2017,14682935
Northern Africa (FAO),,2018,14175885
Northern Africa (FAO),,2019,16027404
Northern Africa (FAO),,2020,16761266
Northern America (FAO),,1961,17266075
Northern America (FAO),,1962,17546070
Northern America (FAO),,1963,22399412
Northern America (FAO),,1964,22625440
Northern America (FAO),,1965,19606309
Northern America (FAO),,1966,19634375
Northern America (FAO),,1967,18759748
Northern America (FAO),,1968,24283297
Northern America (FAO),,1969,26047148
Northern America (FAO),,1970,23800810
Northern America (FAO),,1971,25476108
Northern America (FAO),,1972,26794455
Northern America (FAO),,1973,23189900
Northern America (FAO),,1974,20821128
Northern America (FAO),,1975,27889474
Northern America (FAO),,1976,27816784
Northern America (FAO),,1977,23696810
Northern America (FAO),,1978,24340904
Northern America (FAO),,1979,20809848
Northern America (FAO),,1980,22201644
Northern America (FAO),,1981,26197420
Northern America (FAO),,1982,19978608
Northern America (FAO),,1983,20210904
Northern America (FAO),,1984,21005000
Northern America (FAO),,1985,20838000
Northern America (FAO),,1986,23771300
Northern America (FAO),,1987,26455000
Northern America (FAO),,1988,23224008
Northern America (FAO),,1989,23626000
Northern America (FAO),,1990,25900708
Northern America (FAO),,1991,26670000
Northern America (FAO),,1992,27213700
Northern America (FAO),,1993,24595100
Northern America (FAO),,1994,29988300
Northern America (FAO),,1995,26486900
Northern America (FAO),,1996,25238200
Northern America (FAO),,1997,27747000
Northern America (FAO),,1998,30363000
Northern America (FAO),,1999,31061900
Northern America (FAO),,2000,33362000
Northern America (FAO),,2001,26252300
Northern America (FAO),,2002,28051700
Northern America (FAO),,2003,31390400
Northern America (FAO),,2004,30764900
Northern America (FAO),,2005,28040800
Northern America (FAO),,2006,34934900
Northern America (FAO),,2007,32674000
Northern America (FAO),,2008,24730730
Northern America (FAO),,2009,27676380
Northern America (FAO),,2010,29568756
Northern America (FAO),,2011,26917140
Northern America (FAO),,2012,32553380
Northern America (FAO),,2013,30344380
Northern America (FAO),,2014,28961870
Northern America (FAO),,2015,32591530
Northern America (FAO),,2016,34305170
Northern America (FAO),,2017,32810140
Northern America (FAO),,2018,31569620
Northern America (FAO),,2019,26894640
Northern America (FAO),,2020,31564240
Northern Europe (FAO),,1961,10776797
Northern Europe (FAO),,1962,9577401
Northern Europe (FAO),,1963,10917222
Northern Europe (FAO),,1964,12526432
Northern Europe (FAO),,1965,11202732
Northern Europe (FAO),,1966,11353213
Northern Europe (FAO),,1967,12208979
Northern Europe (FAO),,1968,12726440
Northern Europe (FAO),,1969,10766411
Northern Europe (FAO),,1970,11282912
Northern Europe (FAO),,1971,13256167
Northern Europe (FAO),,1972,11921578
Northern Europe (FAO),,1973,13657683
Northern Europe (FAO),,1974,10973074
Northern Europe (FAO),,1975,11977901
Northern Europe (FAO),,1976,13476173
Northern Europe (FAO),,1977,14077171
Northern Europe (FAO),,1978,14560677
Northern Europe (FAO),,1979,14979966
Northern Europe (FAO),,1980,14703353
Northern Europe (FAO),,1981,15103161
Northern Europe (FAO),,1982,18476449
Northern Europe (FAO),,1983,14618342
Northern Europe (FAO),,1984,17654523
Northern Europe (FAO),,1985,15434986
Northern Europe (FAO),,1986,15617454
Northern Europe (FAO),,1987,14409967
Northern Europe (FAO),,1988,16308088
Northern Europe (FAO),,1989,16516322
Northern Europe (FAO),,1990,16816000
Northern Europe (FAO),,1991,16011880
Northern Europe (FAO),,1992,18796577
Northern Europe (FAO),,1993,19116052
Northern Europe (FAO),,1994,17394954
Northern Europe (FAO),,1995,17651247
Northern Europe (FAO),,1996,19341875
Northern Europe (FAO),,1997,21279145
Northern Europe (FAO),,1998,20136659
Northern Europe (FAO),,1999,21085378
Northern Europe (FAO),,2000,19190280
Northern Europe (FAO),,2001,18118026
Northern Europe (FAO),,2002,19648000
Northern Europe (FAO),,2003,18417000
Northern Europe (FAO),,2004,18493100
Northern Europe (FAO),,2005,17710500
Northern Europe (FAO),,2006,14121800
Northern Europe (FAO),,2007,12911488
Northern Europe (FAO),,2008,12690213
Northern Europe (FAO),,2009,14062000
Northern Europe (FAO),,2010,12209421
Northern Europe (FAO),,2011,15358277
Northern Europe (FAO),,2012,13741188
Northern Europe (FAO),,2013,14593060
Northern Europe (FAO),,2014,15764610
Northern Europe (FAO),,2015,10197100
Northern Europe (FAO),,2016,11464912
